,nickname,text,score,like,dislike,time,watch_movie
0,runs****,조조보고옴. 브래드 피트는 나이가 들어도 멋지다. 스케일과 비교적 깔끔한 전개만으로도 좀비영화중 수작으로 남을듯. 근데 초반 평점이;;; 은위가 흥행1위하는 나라라서 그런가ㅋㅋㅋㅋ 헐리우드영화에 대한 반감쩌네. 우리...,10,1859,236,2013-06-20 12:46:00,0
1,여긴어디(pdk4****),진심 두번 빡친다 마누라가 전화걸때 이슬람그년 마이크 잡을때 아오!,10,1570,94,2013-06-28 01:07:00,0
2,웃는중(nsju****),은위 빠돌이들 별테러 방지용 댓글,10,1138,128,2013-06-20 10:07:00,0
3,해롱2(qkrq****),아오 노래부르지말라고 노래부르지마 OO들아,10,1006,25,2013-06-24 23:38:00,0
4,whan97(cmcm****),김수현이 브래드피트보다 연기 잘한다고 개소리찌껄이는셋기는뭐냐  OO인가,10,936,65,2013-06-20 17:04:00,0
5,마야블루(lhm0****),다른것보다 제일 무서웠던건 북한이였다....영화보시면 느끼실듯,8,764,43,2013-06-21 04:15:00,0
6,굳다운로더(lwj_****),"머리통 도끼로 후려치고 피튀는 B급 좀비영화를 기대하지 마시고, 여기 A급 좀비영화를 맛 보세요.",10,763,44,2013-06-21 01:59:00,0
7,달달한오렌지(dogo****),다 필요없고 마이크 잡고 노래 부르던 여자가 제일 짜증났다,10,631,20,2013-07-28 22:28:00,0
8,rlgh****,은밀하게위대하게보다재미없다는새끼들은대채뇌가있는거냐?ㅋㅋㅋ,9,607,61,2013-06-20 16:45:00,0
9,뻐큐머겅(oney****),좀비가 벽넘어올때 개지린다 팬티갈아입고옴,10,553,29,2013-06-22 18:43:00,0
10,cool****,오랜만에 등장한 볼만한 좀비 영화. 다만 한국을 등장시키는 부분은 볏짚 쌓인 헛간 같은 거 말고 제발 좀 제대로 된 한국의 모습을 보여줄 수는 없나 싶었다. 요즘 저쪽 영화 소재로 만만한게 한국과 북한인듯 한데 늘 ...,8,486,18,2013-06-24 21:07:00,0
11,우희희희(woog****),은밀 하게 위대하게  작작 영화관좀  잡아라다양한 영화를  볼 권리가 있다  소비자들은,10,428,28,2013-06-20 10:35:00,0
12,Kashiwazaki(ehdg****),이스라엘에서 노래부르던 OO끼 뭐냐,10,372,13,2013-06-21 22:08:00,0
13,흘려듣기(jssh****),이게영화,10,364,34,2013-06-20 07:37:00,0
14,아더(arth****),빵형한테 함부로 전화하지 마세요.,9,330,4,2013-07-02 11:37:00,0
15,세렌티아(cnf6****),정확하게 말할수있는건 은위보다는 200퍼센트 낫다는것이다. 은위따위의 영화가 이영화보다 나을 이유가없다.,10,335,20,2013-06-21 11:33:00,0
16,비둘기(jsfp****),좀비영화들은 대부분 소리 꽥꽥 지르고 잔인하게 물어뜯기만 해서 잘 안봤었는데 여태 본 좀비 영화중에 제일 재밌게 봄. 엔딩이 심심하긴 했지만 확실히 영화 처음부터 끝까지 매끄럽고 몰입도도 최강. 다른 사람에게 꼭 추...,10,313,13,2013-06-21 14:27:00,0
17,블러디헬(ljun****),이 영화에 주목해야 할점은 기존 좀비영화는 이미 바이러스가 창궐이 끝났으며 생존자들의 이야기를 풀어가면서 그냥 총만 갈기는영화 였다면 월드워z는 실제 바이러스가 어떻게 창궐되며 각 나라의 대처방향과 상황등 그야말로 ...,10,276,7,2013-06-23 20:33:00,0
18,미친광대(neve****),스케일은 화려함,10,288,19,2013-06-20 16:45:00,0
19,아리용(woop****),진짜 이런일이 생기면 난 맘편히 좀비할란다,6,302,45,2013-07-20 21:15:00,0
20,정영신(joko****),기존에는 평범했던 좀비영화를 유명배우가 출연하면서 스케일도 크게 만들고 보는내내 심장도 쫄깃쫄깃하고 재밌음. 무조건적으로 까는 애들은 한국영화 알바들임.,10,272,18,2013-06-21 01:10:00,0
21,닭(sjh1****),이스라엘 벽기어오를때가 압권이더라,8,258,5,2013-07-07 09:47:00,0
22,령(yjef****),좀비역을 맡은 배우들의 연기가 돋보였던 영화,10,250,5,2013-06-25 12:43:00,0
23,쩌룡이(best****),보다가 깜짝 놀라서  콜라 옆에사람한테  뿌림ㅋㅋㅋㅋ근데 그옆에사람 소리지름ㅋㅋㅋㅋㅋㅋㅋㅋ,10,311,67,2013-06-26 18:52:00,0
24,소르지(soru****),이스라엘에서 마이크뺐어서 노래부르던사람.... 확씨......,7,203,7,2013-07-23 20:23:00,0
25,스마일ing(75ju****),배려심 넘치는 따뜻한 마음씨를 가진 좀비의 스토리. 아픈 사람은 건드리지 않는 훌륭한 좀비가 됩시다!,5,280,87,2013-06-21 09:37:00,0
26,블룸필드(qmff****),졷도재미없는 한국영화가 김수현때문에 알바들 존.나많네 이거 진짜재밌습니다. 120분이라는 긴시간도 엄청짧았구요..  스릴감 대박입니다...,10,194,21,2013-06-21 01:05:00,0
27,hyoy****,이빨딱딱좀비랑 무궁화꽃이 피었습니다 좀비때매 웃엇다..,7,190,24,2013-06-21 01:02:00,0
28,겸둥이(1oo2****),개재밋는데 졸작이라고하는애들은모지ㅡㅡ이게졸작이면 다른영화는뭐여 시간가는줄모르고봣다 이정도면 훌륭함 잔인한장면도 그닥 안나오는데 몰입도쩐다 평점처음다는데 정말재밌게봤다난 2013년도 영화중최고임 돈안아까움,10,192,29,2013-06-21 07:37:00,0
29,KiDs(kids****),"내가 처음 제대로 본 좀비 영화인데, 진짜 재밌었다. 두 시간 동안 계속 긴장하다 풀리다 반복하다가 힘이 쭉 빠짐. 프롤로그는 소름이돋고 테마 음악 섬뜩하게 아름답다. 브래드 피트는 무슨 머릴 해도 멋있다. 결말이 ...",10,177,15,2013-06-21 06:17:00,0
30,산체스날(kimm****),볼만은 한데 왜 한국의사가 바이러스 감염된 사람 치료할때 마구간같은데에서 치료를 하는건지.. 감독은 한국이 아프리카에 있는지 아는 듯,8,143,3,2016-07-16 18:26:00,0
31,abc(bvtc****),좀비영화의 한 획을 그은 새로운 혁명.,10,150,11,2013-06-22 16:16:00,0
32,neob****,현시대에 나온 좀비영화중에 명작에 꼽힐 수 있는 수준의 영화라 생각됩니다. 특히 기존의 좀비들은 사람을 먹는 종류들이였지만 월드워z는 바이러스라는 점에서 현실성이 더 높은거 같아 흥미로웠으며 비행기씬까지는 정말 최고...,9,134,10,2013-06-22 13:35:00,0
33,dldm****,진짜 좀비영화중에 최고인듯..ㅇ오늘 보고왓는데 쩔었어요.. 특히 제리가 병원균주사를ㅁ맞고 좀비들을 뚫고 지나가서 a동으로 갈때가 제일 명장면인거같아요 개인적으로 여하튼 여름방학동안 볼만한영화고 돈이아깝지않은 영화네요...,10,136,13,2013-07-06 21:53:00,0
34,롯뎅(hans****),어떤 이스라엘여자 노래불러서 예루살렘 망하는영화,1,314,193,2013-06-27 17:51:00,0
35,yoon****,미국어린이들은 왜 항상 천식일까???,1,375,255,2013-06-21 09:02:00,0
36,푸른보따리(dlqh****),카린 레인(엄마역)이 감염되지 않아도 좀비같다고 생각한건 나뿐인가,4,159,47,2013-07-20 22:33:00,0
37,1004do(heal****),초반후 흡입력은 상당합니다. 좀비가 사람 뜯어먹는고어장면이 안나와도 무서운영화는 첨입니다. 단 후반부 마무리가 좀 아쉽습니다.후속편이 있는진 몰라도 스토리는 조금 마무리가 안된느낌 입니다,8,114,10,2013-06-23 12:03:00,0
38,blol****,내평점심야로 보고왔는데 다보고 나오면서 긴장해서 뒷덜미가 얼마나 뻐근하던지;;ㅋㅋㅋ 여친 놀라서 중간중간에 공중으로 날라차기함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10,130,29,2013-06-21 01:12:00,0
39,지구별(kore****),긴장감있게 잘살림,10,97,5,2013-06-21 01:01:00,0
40,이노센스(pear****),바이러스 진원지가 한국?? 원작소설에서는 중국이 진원지인데 중국에서 영화개봉 못할거 같으니깐 가장만만한 한국으로 슬그머니 바꿧다 왜 한국에서 바이러스가 생겻는지 어떻게 이게 전세계적으로 전파됏는지에 대한 설명이 없다...,1,117,25,2013-09-04 19:24:00,0
41,별명(gkeh****),처음으로평점매긴다 정말최고의영화였고마지막이아쉽지만 월드워z 2로가는 발돋움이였다고생각한다ㅈ정말한번봐라..재밋다 래포대영화판ㅋ,10,97,13,2013-06-20 21:35:00,0
42,몽글레레(jeyy****),"솔직히 한국언급 이야기가 나왔을 때는, 얼마나 돋보여줄까 했는데 막상보니 말만 한국이지, 나오는 건 어디 세트장에서 찍었더라. 그거 아쉬어서 1점 깜.",9,76,5,2013-06-25 12:25:00,0
43,유리버니(luve****),엔딩이 급전개 된거 빼고는 모든게 최고였던 영화 ㅠㅠ 아 쩐다....,9,72,5,2013-06-22 22:51:00,0
44,DHOST(want****),덜 잔인하지만 더욱 공포스러운,8,70,4,2013-06-22 21:30:00,0
45,알빈(kimk****),이건 10점 줘야지 간만에 재밌게 영화 봤다.기자 평론가 들 쟤들은 10점주면 자존심 상하냐? 나보다 영화 더 많이보고 감상평 남기면 이해하겠다. 잘줘야 7점 주면 전문가처럼 보이냐? 감상평이나 제대로 남겨줄래? 그...,10,72,10,2013-07-17 02:42:00,0
46,Darktemper(rnru****),내 생애 처음으로 별점 남기네요 액션을 개인적으로 굉장히 좋아해서 그런지 몰라도 영화보면서 처음으로 시계보지 않고 한순간도 긴장감을 놓을수 없던 영화입니다.가족간의 사랑도 다시금 느낍니다,10,68,7,2013-06-22 01:58:00,0
47,나무늘보(king****),이스라엘에서 노래부른 새끼 보고 진심 짜증났었음 얘땜에 이스라엘망함. 또 비행기에서 가방떨어뜨린남자 얘때매도 많은사람 죽음,10,63,4,2014-10-04 20:59:00,0
48,megf****,잘 만든 상업영화! 네이버 안티들한테 속지 마시길......,9,65,6,2013-06-23 12:18:00,0
49,운차이(sonw****),아 펩시먹고싶다 빵형 어떻게 펩시를 그렇게 맛있게먹어,9,53,1,2013-06-27 00:51:00,0
50,중고차최저가실매물(dudd****),브레드피트가 최초발견하기엔 너무 쉬운해답이다그많은 병원과. 엄청난환자가있는데. 갸내들만관찰해도 바로답나오지 ㅎㅎㅎㅎ   안그랴?,5,73,22,2013-06-24 19:14:00,0
51,존(jude****),지루했던 부분 거의 없었음. 진짜  재미있음. 최근 들어 본 영화 중 최고임.,9,50,2,2013-06-22 15:52:00,0
52,나다(nam4****),새벽의저주나 28주후를생각하고 보면 실망하실수도있는데 잔인한장면 이런건안나와요 보고난 첫느낌은 영화가너무짧다 아쉽다 이런느낌이었는데 개인적으로는 마지막쯤 피트형님이 음료수마시는장면보고 통쾌했어요 히어로물에서 악당물리...,10,52,5,2013-06-28 22:26:00,0
53,yura****,좀비 마니아들은 다 알꺼아냐 이정도 스케일의 스토리에 연출력.. 두번 다시 나오기 힘들꺼같다,10,52,6,2013-06-28 13:34:00,0
54,고뱌(thqu****),주관적으로 은밀하게보다재밋는듯,10,47,4,2013-06-23 16:41:00,0
55,bero****,원래 좀비영화를 좋아하고 다른 좀비영화랑은 다르게 전개가 색달랏음근데 좀비가 너무 쎄다 ㅋㅋ 볼만함,8,43,1,2013-06-28 04:01:00,0
56,해피(govl****),그 마이크로 노래부르는 외국인 때리고싶다,8,44,2,2013-06-26 02:16:00,0
57,찹찹이(chuk****),긴장감 넘치고 큰 스케일에 감동했습니다. 평정1점씩 주는 사람들 글 사뿐히 무시하시면 됩니다^^,10,56,14,2013-06-21 01:14:00,0
58,zziz****,역시 판권 11억짜리 제작비 2200억원의 영화답다. 후회안함,10,46,5,2013-06-22 10:17:00,0
59,센슈어스(niko****),정말 재밌게 봤는데 마누라땜에 절름발이 군인 죽고 근데 나중에 아무렇지 않게 마누라 전화 통화하는거 보고 빡친다 아무리 영화지만 스토리상 양심의 가책을 느끄고 마눌을 존나게 나무래야지ㅡㅡ글고 브래드피트가 전화기전에 ...,8,41,2,2018-01-05 18:50:00,0
60,꾸물딱(down****),부산행보고 집에와서 다시 이거 보닌깐 화가 좀 누그러지네요...,10,45,7,2016-07-25 01:22:00,0
61,물방울(ho12****),이스라엘 장벽은 정말 압권임 ㅋ,10,38,2,2013-07-08 00:19:00,0
62,ahn1****,은위OOOO들아 은위재밋게본 내가 은위평점떨구게하지마라,10,46,10,2013-06-20 10:28:00,0
63,1004(hyej****),와.. 영화 평점이 너무 낮아서 충격받음. 내 인생영화 top3안에 드는 영환데.. 진짜 너무 재밌다.. 한 5번째 다시 보는 중ㅎ;,10,36,3,2016-07-23 18:05:00,0
64,prim****,역시 이런 영화가 스크린을 차지해줘야한다.  은밀하게 위대하게같은 OOO기 영화가 상영관 무단독점했을때 엄청 화났었다. 월드워z는  OOO기 영화들 사이에서 나온  오아시스같은 영화.   개똥쓰레기 은밀하게 위대하게...,10,39,6,2013-06-25 05:59:00,0
65,아하(jaex****),꽤나 완성도 높은 좀비 영화다 ~~  기대안하면 재미가 2배,9,33,1,2013-06-27 15:05:00,0
66,핑크쥬쥬(dmst****),처음엔 브래드 피트 때문에 기대치가 높았다가 오늘 평점 보니까 별로여서 다운됐었는데 막상 보고 나니깐 괜찮았다 별로였다는 사람들 이해안간다 컬리티는 최곱니다,10,33,1,2013-06-21 00:59:00,0
67,ckwn****,부산행보다 점수가 낮네..참 수준하고는;,10,32,4,2016-09-11 19:24:00,0
68,옹알이(zl58****),"오늘 4D 봤습니다. 저 개인적인 생각으로는 디지털로 보시는걸 추천하고 싶어요...스토리 초반, 중반까지 좋았는데 다른 분들이 말씀 하셨다시피  마지막은 좀 허무한게 없지 않아 있긴 있습니다. 좀비 영화를 잘 모르지...",7,31,4,2013-07-03 19:55:00,0
69,boxi****,은위 씹 발라먹는 헐리웃 위엄 ^^,9,31,4,2013-06-29 05:02:00,0
70,최서원(seow****),방금 보고왔는데 스릴있고 몰입도 높고 재밌었음. 지루함 전혀 없었음. 지루하다 했던 사람은 알바생임. 평점조작하려고.. 재밌게 잘 보고 왔습니다,10,37,11,2013-06-21 01:00:00,0
71,lee0****,은위보다는 재밌는영화.,10,28,3,2013-06-21 12:59:00,0
72,xxxm****,나는되게재밋던데ㅋㅋ어떤엔딩이나와야만족한다는건지ㅋㅋ이정도면되게휼륭하든데ㅋㅋㅋ개재밋,10,32,7,2013-06-21 08:28:00,0
73,김용휘(dydg****),좀비마니아들은 싱거울듯,7,42,17,2013-06-23 01:32:00,0
74,네오태지(taij****),좀비영화라기엔 부족하고 깜짝놀라긴했음... 평택기지가 나오긴했는데 진짠지는 모르겠고 후속작이 나올란가..,8,26,2,2013-06-21 23:56:00,0
75,ㅇㄹㄴㄴㅇㄹ(kkk7****),별점테러하지마라은위빠순이들아 ㅋㅋㅋ은위를보니차라리월드워를3번보겠다,10,35,11,2013-06-21 19:36:00,0
76,ㅇㄴㄹㄴㅇㄹㄴㅇ(alsr****),난 개인적으로 좀비물을 좋아하기 때문에 좀비들이 쫓아오는 장면이나 이런곳에서는 정말 손에 땀을 쥐고 보았다. 다만 개인적으로는 결말이 좀 아쉽지 않았나 싶다. 정신없는 와중에도 가족을 생각하는 그런 스토리에서는 높은...,9,23,0,2013-06-29 04:53:00,0
77,ㅇㅅㅇ(uhee****),와 북한이빨 다뽑앗대 ㅋㅋㅋㅋ,10,23,0,2013-06-23 22:13:00,0
78,이연재(2dus****),부산행보고 얼마나 위대한 영화인지 다시한번 느꼇다,10,29,6,2016-07-21 17:36:00,0
79,바비아노(kwon****),"너무 많은 내용을 짧은 시간에 담아내려고 한 것 같아요...  상영 시간이 길게 느껴지지 않을 만큼 몰입도가 좋았음... 단, 좀비 전투는 예고편이 다 인듯... 그래도 쓸데없는 군더더기가 없어서 재미있었음.",9,24,2,2013-06-21 15:15:00,0
80,남기영(skar****),오호라 영화보다 꿀잠잔다는게 바로 이런거구나!,1,31,9,2013-08-15 15:37:00,0
81,mlb클라스(nbvc****),부산행보고 이게 얼마나대작인지 알게됨,10,32,10,2016-07-19 15:52:00,0
82,푸른하늘(cdoh****),이거 -10점 안되나요? ㅈ같네요 평점 알바새1끼들 그냥 28주후보다 못한 막장영화 흔히 볼수잇는 B급영화에서도 볼수잇는 스토리 진짜 개 흔한스토리임 ㅡㅡ,1,32,10,2013-08-13 02:21:00,0
83,cr(ehci****),영화를 분석해서 보지않는 나 같은 사람에겐 꿀 재미다.,9,22,1,2013-06-22 22:49:00,0
84,권승아(peoh****),진짜 은위보다 훨재밌게본듯! 짱짱,10,24,3,2013-06-21 02:07:00,0
85,rlaw****,"볼만하다. 그냥 좀비영화에다가 블록버스트급 액션이 추가 되었다. 그리고 결말에 대해서 계속 뭐라하는데, 모든 좀비영화나 바이러스 같은 영화는 결말이 허무할 수 밖에 없다. 도대체 어떤 결말을 원하는건지 궁금하다.영화...",8,21,1,2013-06-21 01:03:00,0
86,MMU junyoung(kwy3****),부산행보다 잼있는데...,10,25,5,2016-07-24 21:21:00,0
87,0163****,개잼있는데?이제 슬슬 입소문타니까 초반에 은위 몰아줄려고 존나 바글대던 알바세리들 사라졌네 초반에 이영화 평점 죄다 1점에 존나 깔게 없으니까 엔딩 허무하데ㅋㅋ진짜 한국영화 살아야겠다는건 알겠는데 그렇게 살진말자쪽팔...,9,29,9,2013-06-27 15:29:00,0
88,으흐르(anjg****),몇번을 봐도 전화거는 장면은 화가나네,7,20,1,2018-04-13 16:23:00,0
89,페브리즈vv(surz****),내평점진짜 개 쓰레기 같다. 개연성 전혀 nono 진짜 이렇게까지 재미없고 시간아깝다고 생각한 영화 없었다.,1,26,7,2013-08-11 16:13:00,0
90,무상(kkkk****),솔직히 좀비 영화 중에는 구성이고 비주얼이고 뭐고 탑 아님 ?   좀비 영화 매니아들은 별로라고 하겠지만 대중성을 띄는 영화로서는 높은 평점 받아도 될 듯,9,20,2,2013-06-27 15:42:00,0
91,리리(chai****),암담한 도피를할땐 카메라와 조명으로 노련미를..빗속에서의 암울한 총격전은 완성도를..박사의죽음과 헛발걸음 등은 공포영화'샤이닝'같은 절망감을..좀비가 몸뚱이로 탑을쌓는장면은 좀비장르의 신세계를 보여줬다...,10,19,2,2013-06-24 11:15:00,0
92,tpgu****,지금까지본 좀비영화중 가장 스케일이컷던것같다! 보는 내내 긴장을 풀수가없다 ㅎㅎ 짱재밋음ㅇㅇ,10,16,0,2013-06-22 01:47:00,0
93,윤경짱(meso****),아 개꿀잼ㅜㅜ 또볼거야 몰입쩌러,9,15,0,2013-06-27 01:10:00,0
94,백향이(oh73****),졸잼이다 그런데 갈수록 브래드피트의 아내역을 맡으신분이 늙어가는느낌이다,10,14,0,2013-06-22 16:16:00,0
95,더싸군(spik****),딱딱딱딱딱딱딱딱~때문에 8점ㅋㅋㅋㅋㅋㅋ,8,16,2,2013-06-28 20:44:00,0
96,바람의소리(khko****),이게 어떻게 세계대전z가 원작이라는건지. 책에 나오는 얘기가 하나도안나왔잖아,4,17,3,2013-07-19 22:11:00,0
97,전느님(sang****),노래부르는 여자 때리고 싶더라,10,18,4,2013-06-29 18:23:00,0
98,베르테르(skys****),이것 저것 따지지 말고 오락성 영화로 보자. 그러면 100 점,10,18,4,2013-06-22 22:29:00,0
99,초초(ghkd****),솔직히 위대하게 은밀하게보다 100배 나음...,10,19,5,2013-06-24 12:33:00,0
100,JasonBourne(rise****),좀비 영화를 진짜 스릴있고 긴장감 있게 잘 만든거 같고...좀비 영화의 종특인 깜짝 놀래는것도 있었음...기존의 좀비 영화들과 다르게 좀비들이 빨라서 색달랐던거 같음...그리고 이스라엘 좀비들이 벽넘들때는 진짜 ㅎㄷ...,10,14,1,2013-06-27 00:44:00,0
101,스매니아(pass****),"남편 일하는데 전화질하는 뇬, 마이크들고 아무생각없이 노래 부르는 뇬, 말 많은 배운 티 내다가 자빠져서 오발나 죽은놈 ... 감독 성향이 상당히 한국적일세 ^^",8,15,2,2014-07-03 23:59:00,0
102,kkse****,"아니대체 이걸1점주고 별로다하는사람은 영화를본적이없는듯. 올해 최고의 영화로 손색이없는데. 보는내내 손에땀을쥐고 봣구만. 믿고보는 브래드피트엿다. 조연들,좀비들연기력도 상상초월이엿음. 꼭보세여. 근대 무서워서 두번은...",10,29,16,2013-06-21 15:00:00,0
103,칸(kaws****),솔직히 나쁘진않았는데 결말이 2탄보라고 강요하듯 대충끝낸게 아쉬움.,8,12,0,2013-06-27 17:48:00,0
104,냥냥이(minj****),주인공은 공중에서 비행기가 폭발해 땅에 쳐박혀도 죽지 않는다.ㅋ 박진감 넘치는 좀비영화는 맞지만 주인공이 너무 영웅으로 나와서 의아하다.,8,13,1,2016-07-24 09:19:00,0
105,눈빛왕자(byd1****),영화내내지루함없이빠른전개가좋았고 스릴감은 돋보엿다 결론이 어쩌고 하는데 결론은 우리의 몫으로 돌린거같아 난 전혀 이상하지 않았다,9,13,1,2013-06-22 15:53:00,0
106,눈빛(nami****),헤드샷을 날려라 평택은 왜 간거야,8,13,1,2013-06-20 16:33:00,0
107,정피디(nhee****),"부산행 보고 버린 눈, 월드워 다시 보고 정화. 다시 봐도 지린다.",10,14,2,2016-08-28 16:46:00,0
108,박젼(tjsa****),"줄거리 왜 저렇게 써놨을까? 유치해 보이게..원래 좀비물 즐겨보는데, 그 중에서 발군인 작품이라 생각합니다.단 한순간도 긴장을 못 놓게 하네요. 너무 긴장하면서 봤더니 뒷목이 다 뻐근하네요 ㅎ때깔 좋~ 은 좀비물, ...",10,14,2,2013-06-29 23:26:00,0
109,은영(ley1****),보는 내내 긴장을 풀수 없어서 재밋던 영화ㅋㅋㅋㅋㅋ보고나서 스트레스 확 풀린듯근데 이게 드라마도 아니고 좀비 영화인데 무섭다고 평점낮고 구성 별로라 평점낮은건 좀 이해안감ㅋ 재밋엇움,10,14,2,2013-06-26 11:25:00,0
110,최영은(kimy****),끝까지긴장감을놓치지않았음..,10,14,2,2013-06-22 01:52:00,0
111,으헝흥헝(zktm****),은밀하게 위대하게 빠순이들아 평점 조작하지마라;;알바들도 평점조작하는거 같은데 부끄러운줄 알아야지 한국영화라고 어휴....,8,14,2,2013-06-21 14:26:00,0
112,오진웅(dhwl****),평점알바들ㄴㄴ해 이정도면 수작이지 뭘더 바라냐 좀비영화는 대부분 결말이 아쉬운게 흠이긴 하지만 새벽의저주 뺨따귀후려칠정도는된다 개재밌네 ㅎㄷㄷ 꼭봐라 두번봐라,10,15,3,2013-06-22 01:59:00,0
113,하니(hani****),18 이게 부산행보다 평점 낮다는 소리듣고 왔다...ㅡㅡ 화가나서 도저히 안돼겠더라,8,16,4,2016-07-26 11:33:00,0
114,삼이(iamn****),부산행보고 이거 봤는데 대박 !!이거보고 부산행봤음 재미없을뻔,10,16,4,2016-07-22 18:56:00,0
115,지구(daum****),무서운걸 보지못하는 심약자를 위해 만든 최초의 심약자용 좀비영화감독의 차별성 없는 배려심에 5점을 준다.,5,38,26,2013-06-20 14:20:00,0
116,초롱이(janp****),영화는 정말 잼남. 근데 좀비가 노래 소리 듣고  담 넘어 가는 것 보니 노래 부르고 헛짓거리 하는 놈들 깃발에 이스라엘 깃발이고 유대인임. 즉 유대인 쓰레기들이 지금 세계를 엉망으로 만들고 있다는 소리임.,10,11,0,2016-07-25 05:12:00,0
117,만보(dahy****),스케일 면이나 영상미는 정말 최고인데 결말이.....솔직히 우리나라 내용도 왜 나왔는지 뜬금없었던것 같음...,8,11,0,2013-07-02 19:32:00,0
118,진고개신사(cys6****),"스릴,긴장감,다 좋았음..115분이란 시간이 순식간에 지나감..초중반은 진짜 스릴있고 잼있었음...근데 결말이 허무해서 뭔가 아쉬웠음..예루살렘 좀비들 벽넘을때는 진짜 ㄷㄷ함  지림..그리고 좀비 영화에 한국이 나와...",9,11,0,2013-06-27 00:40:00,0
119,오잉(o___****),잘 만들었다는건 누구도 부정 못할꺼다. 단지 아쉬운건 파괴력있는  참신한 충격은 아니라는거.. 그대로 기본이상은 한다.,10,11,0,2013-06-25 17:32:00,0
120,broh****,"후반의 마무리를 지적받지만 초중반이 어설프다 후반에 맥없이 끝난다는 느낌이 아니라, 초중반에 역대급으로 몰아치다가 후반이 평범해져서 실망스러울뿐이지 충분히 시간을 투자할만한 좋은 영화",10,11,0,2013-06-21 20:44:00,0
121,아아아아아(qwas****),"멍청한 마누라, 무슬림을 조심해야하는 이유",7,12,1,2016-07-25 03:14:00,0
122,bonjour(dude****),사운드 연출 다 완벽 10자,10,12,1,2016-07-21 16:26:00,0
123,데이드림(snee****),재밌다. 주인공이 약하고 또 진행하려는일이 계속 안풀리는것에서부터 이미 매력적인 영화라고 생각했다. 주인공이 나서기만하면 일이 술술 다 풀리는 다른 영화들보다 정말로 인간적으로 한계에 부딪히고 최선이 어디까지인지 보...,10,12,1,2013-06-25 05:56:00,0
124,MI5(hyeo****),이스라엘 여군 개멋있음,10,12,1,2013-06-23 01:37:00,0
125,Hee(o_o_****),뭐. 나름재밌게 잘봤음 ㅎㅎ 좀비영화라는걸 떠나서 일단 바이러스의원인을찾고  이런게 너무 스릴있었고 재밌었음용 ~~,9,12,1,2013-06-22 22:49:00,0
126,JEi(ss0n****),부산행보고 안구정화하러 다시 봤어요.,10,13,2,2016-09-12 18:29:00,0
127,복(85de****),으아 숨 좀 쉬게 해줘라! 계속 긴장하게 만들어서 보고나니 진이 빠지네... 결말은 좀 아쉽지만 무섭고 놀래고 괜찮습니다.,8,13,2,2013-06-26 10:50:00,0
128,볼리티안(voli****),생각없이 보러가면 잼있음 // 명장면은 역시 팹시 한잔 빨고 좀비홍해 가르는 장면 ㅋㅋㅋㅋ 개 웃었네,8,13,2,2013-06-24 20:43:00,0
129,ghbf****,우리의 희망이 한국에서 죽었다는것에 기분이 묘했음.,7,18,7,2013-07-18 20:43:00,0
130,자동사와타동사(flor****),펩시광고를 이렇게 멋깔스럽게 만들수가있다니.,7,10,0,2017-01-15 13:25:00,0
131,아드리(psy4****),질질끄는거 없고 전개가 빠르고 볼거리도 괸찮앗음~ 이거봐도 적어도 후회는 안함!,8,10,0,2013-06-26 02:14:00,0
132,야신(erry****),결말이 나쁘진 않은데 조금 이상하다 생각 하긴 했는데 .. 재촬영해서 그런지 결말이 스케일이 쫌 안맞는건 쫌 있어요. 안그래도 보면서 후속작 나오나 했는데~후속작 계획이 있긴있네요~확실히 나올진 모르겠지만,8,10,0,2013-06-26 02:08:00,0
133,베놈묘티스몬(gnsc****),심장이 바운스 바운스 스릴 개쩔더라,10,10,0,2013-06-25 00:57:00,0
134,jaeh****,나이제한때문인지 자극적인장면이 없었던게 다른좀비물과 비교해서 약간 부족한점인듯,9,10,0,2013-06-24 11:03:00,0
135,늴릴(rmas****),정말 좀비매니아로써 너무 재밌다.얼른 2탄이 나오길ㅠㅠㅜ,10,11,1,2016-07-23 13:09:00,0
136,모롤(dobi****),"엔딩이 살짝 아쉬운데, 초.중반부는 정말 재미있게 봤다! 그래픽도 좋고bb",7,11,1,2013-06-28 19:28:00,0
137,락슈미(arte****),"과잉된 가족애, 질질 끌기 이런 거 없이 깔끔하고 긴장감 있게 잘 만든 영화였어요. 유명한 좀비물 거의 다 봤는데 월드워 재밌게 봤어요. 기존 좀비물들의 잔인하고 생생한 묘사는 없어서 좀 더 대중적으로 다가간 느낌이...",9,11,1,2013-06-27 04:09:00,0
138,meganfffff(high****),그저 그럼. 좀비 좋아하는 사람은 재미있을지도. 지루하지 않고 볼만하지만 좀비자체에 실감이 안나서 스릴을 못느낌. 블래드 피트는 나이가 들어도 어쩜 그리 섹시할까.,7,11,1,2013-06-26 05:14:00,0
139,슈퍼(garv****),부산행을 보고나서야 이 작품의 진가를 알았다.,9,12,2,2016-07-27 00:23:00,0
140,dae0****,반전이 없니 기존 좀비영화같니 임팩트가 크지 않니 하는대 다 개소리임..영화는 3편으로 나눠서 상영한다고 하는대 전개부분인 1편은 바이러스의 전염 및 확대된 상황을 잘 표현했고 원인을 찾아 나서는 주인공의 헌신(사실...,10,12,2,2013-06-25 18:43:00,0
