,nickname,text,score,like,dislike,time,watch_movie
471,hkse****,10번 봤음...,10,0,0,2013-01-21 18:36:00,0
472,johnconnor(guev****),좀비호러물에서 흔히 볼 수 없는 탄탄한 전개가 돋보이는군,7,0,0,2013-01-21 11:40:00,0
473,sent****,박진영 닮은 흑인누나가 퀸카가 되는 세상은 단연 지옥이다,8,0,0,2013-01-19 02:04:00,0
474,빌헬미(jwjw****),좀비 매니아라면 꼭 봐라,10,0,0,2013-01-17 02:06:00,0
475,id(46to****),대니보일을 찬양하라,8,0,0,2013-01-16 11:34:00,0
476,헤이든(stic****),장면 하나하나가  예술작품이다...,10,0,0,2013-01-14 00:32:00,0
477,suus****,7.5점정도? 와!재밌다도아니고 그렇다고 재미없지도않다. tv에서 하면 볼만한영화,8,0,0,2013-01-09 01:18:00,0
478,엄태웅(sh15****),이게 진정 2003년도에 만든 작품인가?? 이건 대 명작,10,0,0,2013-01-03 14:45:00,0
479,루미너스(shsh****),새벽의 저주랑 이걸보면 좀비물은 거의 마스터 수준이다,10,0,0,2013-01-03 14:01:00,0
480,듀얼블레이드(iiii****),좀비영화의 큰 기둥,9,0,0,2013-01-02 15:37:00,0
481,kdju****,좀비영화의 대부아닐까,9,0,0,2013-01-01 01:02:00,0
482,윤간지(yoon****),공허한 좀비의 부질없는 메시지,6,0,0,2012-12-19 03:17:00,0
483,gpdl****,Good~~~,10,0,0,2012-12-11 12:12:00,0
484,kimg****,최고의좀비영화,10,0,0,2012-12-08 03:00:00,0
485,판타스틱싱어(coco****),3번봤다...볼 때마다 온몸이 오그라든다,10,0,0,2012-12-03 20:53:00,0
486,드리머(suzh****),개목걸이 한 좀비가 젤 무서워..ㅋ,8,0,0,2012-11-29 09:45:00,0
487,해킹죽는다(duda****),좀비물 중에 제일 최고임,10,0,0,2012-11-26 17:34:00,0
488,ceis****,의외였고 오줌쌀뻔ㅠㅠ너무 무섭..,10,0,0,2012-11-22 05:00:00,0
489,hsw7****,너무무섭ㅠㅠ,10,0,0,2012-11-16 21:13:00,0
490,clea****,아이유사진이 공개된 이후로 인간들이 해당기사에 다는 악플들을 보면 좀비는 세상에 존재하고 있다는걸 다시 깨닫게된다. 그것도 수천마리 정도가 국내에 있다,9,0,0,2012-11-12 04:30:00,0
491,뚜비랍(stea****),재밌는 좀비영화야.,10,0,0,2012-11-09 04:56:00,0
492,rhlf****,군인이 싫어짐ㅋㅋ,10,0,0,2012-11-04 13:30:00,0
493,tthe****,전혀기대안했는데..의외,10,0,0,2012-10-17 11:44:00,0
494,jeny****,내가 본 좀비영화 중 제일 재밌게 본듯. 스토리도 탄탄하고 사실적이다.,8,0,0,2012-10-17 01:39:00,0
495,쿠키사랑(lord****),좀비영화치고 매우 사실적인 영화. 남은 사람들의 외로움 고뇌.. 암울함이 그대로 드러나는 영화,8,0,0,2012-10-17 00:28:00,0
496,치유락(tchu****),좀비야 사랑해 나랑 결혼해줄래~~~~♬♥♪★,10,0,0,2012-10-17 00:18:00,0
497,milk****,군인들과 합류하기 전까지는 정말 몰입해서 보았으나 그 이 후에는 감독의 의도를 전하는 뉘앙스라 약간 늘어지는 느낌. 좀비가 흐느적 거리는 무력한 존재가 아닌 맹수같은 스피드로 습격하는 연출 덕에 더욱 긴장감과 공포심...,10,0,0,2012-10-09 04:13:00,0
498,랑랑(ysjh****),좀비영화의 레전드급,7,0,0,2012-10-09 02:01:00,0
499,쿠밍쿠밍v(ske4****),좀비보다 무서운게 군바리라는 사실!,10,0,0,2012-09-26 12:17:00,0
500,hoho(kem1****),좀비영화중 수작인듯.,8,0,0,2012-09-23 03:33:00,0
501,내 운명의 지배자(kos4****),좀비영화로서는 몇 안되는 수작 중 하나다.,8,0,0,2012-09-19 00:19:00,0
502,해동피혁(haid****),이정도이면 엄청 잘만들었다,10,0,0,2012-09-15 14:25:00,0
503,rulenprin7(rule****),"비감염자를 무조건적으로 물어뜯는 감염자, 살기 위해 감염자와 비감염자를 죽이는 비감염자.",9,0,0,2012-08-30 22:59:00,0
504,ckh0****,사실 이영호ㅏ는  좀비가 나오는게 아니다.  언데드가 아니기때문에 굶어죽기도하고 몸통을 총에맞아도 ㅈ죽는다.말그대로 분노바이러스. 이영화는 정말 모든면에서 좀비를 모티브로 한 영화들중 가장 우수하고 창의적이고 사실적...,10,0,0,2012-08-25 09:09:00,0
505,theo****,처음봤을때는 좀비가 뛰어다녀서 멘붕왔었다. 사운드트랙. 스토리. 연기 모두 마음에 든다.,10,0,0,2012-08-23 00:37:00,0
506,didh****,내가 본 좀비 영화 중 최고!,10,0,0,2012-08-21 13:32:00,0
507,고구마맛(zerg****),진짜잘만들었다도시배경도스릴러호러같다완전도시분위기도영화분위기도스릴러호러다28주후보다재미있내지금봐도완전재미,10,0,0,2012-07-27 21:39:00,0
508,bugh****,음 볼만은 한데 그리 훌륭하다고는.. 2002년작을 2012에 봤으니 그럴수도..,8,0,0,2012-07-21 13:10:00,0
509,sute****,오웃~!! 좀비영화의 대작중 하나~!! 제대로인듯~,8,0,0,2012-07-16 20:59:00,0
510,sosd****,ㄷㄷㄷ 이런 대명작이 연가시와 동점인 7점대.. 역시 문명인은 안목을 늘려야..,10,0,0,2012-07-15 19:58:00,0
511,ppop****,개인적으로 제일 좋아하는 좀비물...,10,0,0,2012-07-13 01:18:00,0
512,yeun****,스릴있고 재밌네요 뭔가 담으려한것도같구..,10,0,0,2012-07-11 20:23:00,0
513,umbr****,다시는 좀비물 안보기로결심,5,0,0,2012-07-08 19:36:00,0
514,ruch****,거장의 손이 닿으면 심지어 좀비물도 명작이 된다. 영국산 거장 감독의 이견의 여지없는 마스터피스.,10,0,0,2012-07-06 01:22:00,0
515,giga****,대니 보일이 만들면 좀비영화도 메세지가 있다.,9,0,0,2012-07-04 02:22:00,0
516,jafi****,내가 제일 좋아하는 좀비영화시리즈 딴건다 ㅄ같음,10,0,0,2012-07-03 04:08:00,0
517,tong****,좀비영화중에서 최고로 재밌게 봤네요 단순한 고어물이 아니라 치밀하고 긴장감 넘치는 스릴러 같았음,10,0,0,2012-07-01 02:52:00,0
518,kjh8****,2003년도였으면 좋았는데 세월 지나니 약간,8,0,0,2012-06-30 14:10:00,0
519,hydo****,완벽한 좀비영화..,10,0,0,2012-06-30 05:46:00,0
520,happ****,이 영화를 보고 느낀건데 대니 보일씨는 천재입니다^^,10,0,0,2012-06-22 22:20:00,0
521,ch88****,평점 올라가랏,10,0,0,2012-06-15 00:01:00,0
522,high****,초반에 나오는 음악과 나홀로 거리를 걷는 장면에서부터 압도되어버렸다. 완벽하다!,9,0,0,2012-06-12 20:42:00,0
523,jung****,물고 뜯고 좀비만 잔뜩 나오는 저렴한 좀비영화랑은 차원이 다르다.,9,0,0,2012-06-12 19:38:00,0
524,sbe9****,역시 대니 보일이라는 느낌을 가져다준 작품,10,0,0,2012-06-12 06:56:00,0
525,0905****,유명한만큼 작품성이 있는 영화네요,10,0,0,2012-06-12 01:20:00,0
526,0116****,예전에 봤었지만 지금 다시 보는중*.*,10,0,0,2012-06-12 00:22:00,0
527,bamg****,대니보일이 추구하는 인간이란 무엇인지 알 수 있을 것이다. 단순 좀비 영화 이상.,7,0,0,2012-06-08 20:38:00,0
528,bill****,미친듯이 뛰는좀비. 천천히뛰는 좀비와는 틀린 느낌이온다. 좀비물3위안에 드는작품,10,0,0,2012-06-01 22:48:00,0
529,rook****,이런수작이7.7이라는개소리다 스토리 진행 결말 좀비영화의수작임이분명하다,10,0,0,2012-06-01 02:55:00,0
530,dudg****,이건 긴장감이 어우 ...,10,0,0,2012-05-31 23:59:00,0
531,kuky****,좀비는걷는다 틀을 최초로 깨버린 영화! 그때부터 나의 좀비물 최고봉은 28일후!,10,0,0,2012-05-31 16:06:00,0
532,tacc****,진짜 잘만들었다~ 완전 몰입해서봄.,10,0,0,2012-05-29 02:01:00,0
533,ryum****,현대 좀비물의 표본,10,0,0,2012-05-29 00:49:00,0
534,thfk****,"대니보일 연출, 감성적인 음악 , 긴박하고 긴장감 있게  그렸냈다",8,0,0,2012-05-16 20:25:00,0
535,loss****,새벽의 저주와 양대산맥을 이룬다,8,0,0,2012-05-16 07:43:00,0
536,534k****,재밌게 봤긴봤는데 뜬금없이 군인들이 왜 나오는건지?.......,8,0,0,2012-05-11 19:58:00,0
537,dudd****,군인들 등장 후부터 다른영화가 된다,7,0,0,2012-05-02 09:00:00,0
538,domo****,좀비영화? 인간영화.,9,0,0,2012-05-01 20:43:00,0
539,minj****,28주보다 재밌다 ost도굿,10,0,0,2012-04-30 14:26:00,0
540,fall****,"시나리오, 연출, OST 모든것이 맞아떨어지면 이런영화가 탄생한다고 생각한다.",10,0,0,2012-04-19 19:54:00,0
541,cowb****,영화진짜 잘만들었네...,10,0,0,2012-04-19 14:49:00,0
542,samh****,좀비영화중에서의 베스트오브베스트,10,0,0,2012-04-12 17:42:00,0
543,hddk****,좀비류 원작인 나는 전설이다의 느낌과 공포를 가장 잘 살린 영화,10,0,0,2012-04-07 11:21:00,0
544,shri****,나름 해피엔딩 ㅋㅋㅋㅋ,8,0,0,2012-03-27 00:44:00,0
545,heeh****,"세상에 정말 좀비가 존재할 수도 있겟구나,,,하고 느낌..넘 몰입됫나..ㅋㅋ",10,0,0,2012-03-24 15:17:00,0
546,leew****,네이버 웹툰 '지금 우리 학교는'의 모티브 작품 중 하나가 이거였구나.,10,0,0,2012-03-24 00:09:00,0
547,stor****,그냥. 뭐 재미가 없다.,7,0,0,2012-03-17 19:00:00,0
548,gnlf****,존나 수작이다. 분위기나 사건등이 리얼리티하다. 여주만 예뻤다면 좋았을텐데,9,0,0,2012-03-13 21:34:00,0
549,yeon****,만들기 어려운 좀비영화인걸감안하면...볼만하다...거기다 먼가 심오하다,7,0,0,2012-03-09 01:07:00,0
550,supe****,좀비영화 매니아로써 28시리즈는 9점이상은 줘야한다. 7.7은 미친소리,10,0,0,2012-03-04 13:22:00,0
551,hell****,나름 박진감도 있고 풀어주기도 하고. 치우치지 않아서 좋았다,7,0,0,2012-03-02 00:26:00,0
552,ccpp****,종말의 분위기가 물씬,8,0,0,2012-02-24 19:35:00,0
553,rame****,28개월 후 빨리 나왔으면,8,0,0,2012-02-24 19:34:00,0
554,kpcc****,"어두운 분위기와 찝찝한 결말, 나쁘진 않았다",8,0,0,2012-02-24 19:34:00,0
555,alex****,추천 좀비영화,10,0,0,2012-02-22 12:58:00,0
556,mey4****,꽤 볼만하다,10,0,0,2012-02-19 14:48:00,0
557,kusa****,좀비와 다른점이 없다면 인간으로 살아갈 이유가 없다.,6,0,0,2012-02-18 23:48:00,0
558,zera****,별 내용은 없었지만 한시도 긴장을 늦출수 없게 만들었다는 점을 높이 산다. 8.4점,10,0,0,2012-02-18 20:56:00,0
559,ebki****,그저 그런 좀비물인줄 알았는데 좀비뿐만이 아니라 인간의 악을 드러내는데높은 점수,10,0,0,2012-02-18 05:28:00,0
560,daes****,이렇게 스릴있는 좀비영화 평점이 이거밖에 안되다니,10,0,0,2012-02-14 19:24:00,0
561,alle****,나으닥토가 나쁘게나와써,4,0,0,2012-02-13 02:39:00,0
562,fren****,제대로된 분위기에서 식사한 느낌,9,0,0,2012-02-12 22:25:00,0
563,happ****,징글+더러움 그럴줄알았는데 그닥뭐 레즈던트이블이 생각났음 특별한거 뭐없네,8,0,0,2012-01-31 13:39:00,0
564,ghka****,모든걸 다 떠나서 '공포'스럽지가 않고 '재미'있지도 않다,4,0,0,2012-01-30 20:24:00,0
565,0107****,28주 후 보다 나음. 음악 적절함. HELL + O.,10,0,0,2012-01-29 11:38:00,0
566,wjdg****,인간의 내면에 맞춘 좀비영화 대니보일다운 연출력 28시리즈중 퀄리티가 높다,8,0,0,2012-01-28 05:56:00,0
567,rhda****,추천하길래 봤는데..진짜 난 좀비영화가안맞나봐..재미없어 ㅠㅠ,5,0,0,2012-01-26 13:44:00,0
568,gods****,스릴짱,10,0,0,2012-01-26 01:11:00,0
569,rltj****,"어쩌면 전쟁후 참상이 좀비들의 세상보다, 더 추악하고 악랄한 모습은 아닐까?",10,0,0,2012-01-24 20:56:00,0
570,iden****,이 영화가 레지던트이블1보다 평점이 낮은게 이해가 안간다; 정말 수작,10,0,0,2012-01-22 22:50:00,0
571,nira****,연출쩌는영화 ㅎㅎ좀비영화의 정점 ㅋㅋㅋ,10,0,0,2012-01-20 19:59:00,0
572,rich****,뭔 이게 7.63점이지,10,0,0,2012-01-19 23:05:00,0
573,eldy****,감독의 연출이 좋다,9,0,0,2012-01-13 19:48:00,0
574,show****,새벽의저주 > 28일후 > REC1 > 28주후 > 28달후?????,10,0,0,2012-01-12 06:37:00,0
575,qkqh****,좀비는 그냥 배경이고 이야기는 이상하게 흘러가서 아쉬움,8,0,0,2012-01-08 18:03:00,0
576,choi****,다른 좀비 영화와는 다르게 좀비가 메인이 아니였다..,7,0,0,2012-01-04 00:16:00,0
577,dnsq****,기대했던 스토리가 아니였다.. 좀비는 그냥 시대적 배경일뿐 이야기는 딴 방향으로..,5,0,0,2011-12-29 18:17:00,0
578,pop5****,레지던트보다 좋다니.. 28주 후보다. 훨 좋ㄷ,10,0,0,2011-12-25 19:58:00,0
579,drea****,평점이 왜이리 낮아? 수작이다... 그저그런 좀비물은 아님. 레지던트 이블보다 좋다.,10,0,0,2011-12-21 22:09:00,0
580,high****,좀비물의 장르 효과를 극대화시킨 영화. 대니 보일 .. 차기작을 내놔라. 어여,9,0,0,2011-12-19 17:03:00,0
581,dlrh****,좀떨어진것같은데,7,0,0,2011-12-10 14:02:00,0
582,thdu****,"현실적이며,음향과영상의조화가 감명깊음 보고또봐도 재밌는그런영화",9,0,0,2011-12-06 18:02:00,0
583,wndk****,"굳..살인뿐인좀비영화는 지겨워.이렇게 ,뭔가있어야해",10,0,0,2011-12-05 02:23:00,0
584,laks****,지루하긴 했지만 디스토피아적 미래의 모습을 잘 표현,6,0,0,2011-12-03 17:05:00,0
585,rite****,인간 내면을 확인하러 가는 거칠고 무서운 여정..극단적으로 최고다.,10,0,0,2011-12-01 14:32:00,0
586,disp****,초반부는 좋았는데 전개가 너무 뻔했다. 저예산의 한계도 보이고,6,0,0,2011-11-29 08:42:00,0
587,abcj****,좀비보다 인간이 더 개처럼 달려드는구만ㅋㅋ,7,0,0,2011-11-24 03:08:00,0
588,sn28****,본능만 남은 좀비보다 더욱 잔인하고 악랄한 이성을 가진 인간.,7,0,0,2011-11-23 15:43:00,0
589,infi****,첨볼때 진짜 무서웠다 ㅠ,10,0,0,2011-11-14 20:17:00,0
590,lseu****,한국서 좀비영화 유행은..28일후가 OO점..,10,0,0,2011-11-13 22:28:00,0
591,plus****,10점이지;;,10,0,0,2011-11-10 20:41:00,0
592,gyuh****,이거 진짜 제대로 잘 만들었다. 재밌네 완전,10,0,0,2011-10-29 01:31:00,0
593,ldj0****,좀비영화의 최정점에 있는 영화라고 생각. 생각할 거리를 던져줌.,10,0,0,2011-10-27 23:02:00,0
594,wape****,후반부가 젤 재밌음.,3,0,0,2011-10-21 14:49:00,0
595,sela****,좀비는 무대장치일 뿐. 사람의 적은 사람.,10,0,0,2011-10-16 00:02:00,0
596,chvk****,최고~~!!말이필요없는영화좀비영화라고허접하게만든영화보다훨씬나음ㅋㅋ,10,0,0,2011-10-13 01:01:00,0
597,roun****,좀비물의 최고봉… 그 누구도 감히 이 영화보다 좀비 영화를 더 잘만들순 없다!,10,0,0,2011-10-10 15:12:00,0
598,ww__****,재밌다ㅋㅋ,7,0,0,2011-09-25 10:57:00,0
599,pok_****,좀비영화중엔 베스트에들어갈듯 ! 아글고 쿼런틴2 이거 볼만한데.. 결말이이상함,10,0,0,2011-09-24 19:51:00,0
600,k3st****,잘만든 좀비영화...명불허전. 볼만합니다.,8,0,0,2011-09-23 00:30:00,0
601,yuss****,아이디어는 참신하고 아주좋음. 근데 영화는 별로 재미없음,5,0,0,2011-09-22 11:00:00,0
602,reow****,★ 좀비영화 30% + 심리스릴러 70% = 최고의 100% 슬래셔감성무비 ★,10,0,0,2011-09-16 15:11:00,0
603,danz****,2002년 당시에 빠른좀비를 등장 시킨 명작. 인간이 가장 무서운 법,8,0,0,2011-09-13 14:28:00,0
604,voic****,손꼽힐만한 좀비영화,9,0,0,2011-09-07 14:25:00,0
605,yhzz****,군인들이 좀비들보다 심히 멍청하다는 게 너무 거슬리다.,8,0,0,2011-09-02 03:30:00,0
606,taiy****,좀비로드무비의 새지평을 열었습니다. 보일형님~ ㅜㅜ,9,0,0,2011-08-17 09:28:00,0
607,lkm1****,뛰는 좀비의 대표주자,10,0,0,2011-08-17 03:14:00,0
608,ball****,왜 하필 28일 후 일까? 28일??,10,0,0,2011-08-08 05:30:00,0
609,orph****,괜찮았어요.,7,0,0,2011-07-24 17:23:00,0
610,cele****,난 새벽의 저주보다 이게 낫드라... 분노 바이러스 ㄷㄷ,9,0,0,2011-07-19 03:37:00,0
611,nucl****,좀비영화 중 甲. 좀비보다 인간이 더 추악하다.하지만 해피엔딩이라서 좋아~,9,0,0,2011-07-13 23:53:00,0
612,lkhl****,왜 평점이 7점정도 밖에 안되는지 모르겠음.,8,0,0,2011-07-12 12:05:00,0
613,silv****,좀비 영화는 취향 꽤나 타는 편인데 잘~ 만들었다!!,9,0,0,2011-07-11 20:49:00,0
614,nice****,인간의 분노와 본능이 더 무섭고 두려운 법,8,0,0,2011-07-10 20:20:00,0
615,dani****,역시 대니 보일.,10,0,0,2011-07-09 01:29:00,0
616,wo1s****,인간이 무서운건지 좀비가 무서운건지,10,0,0,2011-07-08 12:58:00,0
617,slom****,우리나라 연출가들이 보고 배워야 한다. 정석적이면서도 힘있는 연출에 박수를!,10,0,0,2011-07-01 08:51:00,0
618,s41b****,방금 CGV서 봤는데 아 종나 재밌구만 7.70이 뭐야 평점이,10,0,0,2011-06-29 03:58:00,0
619,woog****,아놔 영화볼줄 모르는것들이 평점을... 평점 8.5는 무조건 넘음!,10,0,0,2011-06-23 22:18:00,0
620,gusw****,제일 무서운건 사람이라고,10,0,0,2011-06-23 15:51:00,0
621,lgt1****,좀비영화라는 가면만 썼을 뿐,4,0,0,2011-06-22 15:11:00,0
622,taek****,오우..ㅋㅋ 색다른 좀비영화 재밋다..ㅋㅋ,10,0,0,2011-06-12 02:55:00,0
623,vita****,28 시리즈는 재밌어,9,0,0,2011-06-10 06:31:00,0
624,dos2****,새벽의 저주도 재미있고 28일도 재미있다 좀비영화의 양대산맥,10,0,0,2011-06-03 08:49:00,0
625,tjrr****,새벽의 저주보다 훨씬 재미나게 봤다. 좀 지루하긴 해도 분위가는 짱!,10,0,0,2011-05-29 20:42:00,0
626,dhkd****,최고,10,0,0,2011-05-14 19:31:00,0
627,yarn****,전체적인 틀은 잘 잡았으나 세부적인 요소들이 너무 허술했다.,6,0,0,2011-05-13 17:11:00,0
628,ccpk****,"괜찮지만, 조지 로메로를 뛰어넘을 수는 없었다",8,0,0,2011-05-08 14:19:00,0
629,amin****,"잡히면 죽는 술래잡기, 그 끝을 향하는동안 긴장의 끈을 놓지말라",8,0,0,2011-05-05 11:38:00,0
630,kgr1****,좀비영화중에 제일 괜찮다고 생각했는데 평점이 생각보다 낮네..,10,0,0,2011-05-04 00:54:00,0
631,nite****,2011年 4月21日/ 좀비라는 소재로서 인간의 추악함을 파헤친 걸작,10,0,0,2011-04-21 05:57:00,0
632,feel****,재밌더라 의외로 평점이 낮네 8점이상일줄알았는데,10,0,0,2011-04-17 00:42:00,0
633,vang****,최고의 좀비영화..멋지다~재밌고...몇번을 봐도 재밌네..,10,0,0,2011-04-13 00:22:00,0
634,pch3****,그냥 스토리도 없고 잔인하기만하는 고어물보다는 백배 낮다,10,0,0,2011-04-09 02:26:00,0
635,hwan****,초반부 넘지루한듯 좀비가 주가아니고 얘기가 딴데로 새는듯함,5,0,0,2011-04-03 18:50:00,0
636,iwfg****,딱 7점이면 적당... 28주후는 잼있던데...이건 뭐냐..,7,0,0,2011-03-30 00:21:00,0
637,sjy2****,그리 잔인하지 않고 스릴이 넘치고 의미있는 영화,10,0,0,2011-03-27 22:10:00,0
638,pass****,대부분의 좀비영화의 마지막을 따르지 않은 점이 맘에 든다.,8,0,0,2011-03-27 14:24:00,0
639,myst****,바이오하자드의 긴박한 느낌..군부대 남자들의 초조함..공포나 규모는 약한듯,8,0,0,2011-03-08 02:55:00,0
640,tops****,영국의 우울하고 쓸쓸해 보이는 날씨 배경음악 배우들의 연기력 최고의 좀비영화!.,10,0,0,2011-03-07 04:19:00,0
641,gall****,"이건 좀비영화가 아님,감염된 사람들 이야기임",10,0,0,2011-02-12 19:44:00,0
642,cksn****,장르의 전통을 충실히 따르면서도 불안한 새천년의 기류를 정확히 포착하다.,8,0,0,2011-02-12 03:50:00,0
643,wows****,좀비물중에 스릴은 최고,10,0,0,2011-02-11 13:01:00,0
644,skek****,좀비물중에 이보다 나은건 없었던것같다..있었나?,8,0,0,2011-02-08 18:48:00,0
645,mana****,"신선한듯,그러면서도통속적인",7,0,0,2011-02-03 20:29:00,0
646,hell****,-ㅗ-b 재미있었어용,8,0,0,2011-02-01 09:02:00,0
647,jupi****,느릿느릿하고 힘없는 좀비가 아닌 날뛰는 좀비만큼은 최고였다,8,0,0,2011-01-29 17:33:00,0
648,dlwl****,저평가 된 좀비영화.,10,0,0,2011-01-27 16:51:00,0
649,wlsr****,좀비는 그저병풍...사람이더무섭다,10,0,0,2011-01-27 04:15:00,0
650,fink****,굿,10,0,0,2011-01-26 11:33:00,0
651,love****,좀비보다 그 남자가 더 무섭다...생사람 눈을 파내 아이고,8,0,0,2011-01-25 21:13:00,0
652,guni****,~~,10,0,0,2011-01-25 05:58:00,0
653,dlwp****,Legen..... wait for it........... dary!!!!!!,10,0,0,2011-01-24 14:05:00,0
654,lyj3****,이 영화가 극에 치닫을수록 인간이 얼마나 악한가 씁쓸해지는 순간이었다.,10,0,0,2011-01-21 11:49:00,0
655,bcm0****,좀비영화의 새 지평을 연 작품. 부연이 필요없다. 공포장르에서 10점만점짜리다.,10,0,0,2011-01-20 00:06:00,0
656,meta****,좀비영화중의 최고 걸작.. 킬리언머피의 연기는 최고,10,0,0,2011-01-17 15:52:00,0
657,true****,좀비 영화에 영국 특유의 우울함을 담아 멋진 분위기를 만들어냈다,10,0,0,2011-01-17 04:30:00,0
658,jail****,28개월후 언제나오려나??,10,0,0,2011-01-17 00:14:00,0
659,aspi****,킬리언머피의 리즈 시절 ..,10,0,0,2011-01-15 20:01:00,0
660,ghdu****,정말 제미 있음!!! 스릴감좋음,10,0,0,2011-01-11 23:34:00,0
661,hono****,스릴은 있었지만 초중반부터 너무 쉽게 진행되는 스토리는 나에게 안맞음,6,0,0,2011-01-05 14:54:00,0
662,hh20****,훌륭하다! 난 왜 이 영화평점을 이제서야 남기는건가! 후회스럽다!,9,0,0,2011-01-01 00:13:00,0
663,spri****,장르는 다르고 반전은 아니지만 쏘우1봤을때 느낌?,8,0,0,2010-12-28 01:03:00,0
664,sund****,그냥 보통,6,0,0,2010-12-26 23:36:00,0
665,hama****,차원이 다른 좀비. 버틸수가 없다.,10,0,0,2010-12-24 12:22:00,0
666,hyew****,분위기 훌륭하다. 메건번즈의 안하는듯 흡입력있는 연기 매력적,10,0,0,2010-12-23 11:38:00,0
667,wltl****,새벽의저주와 좀비물에서 양대산맥을 이루는 작품,10,0,0,2010-12-20 19:46:00,0
668,inos****,엄청나게 빨리 뛰는 좀비들 때문에 긴박감과 스릴을 놓치지 않는다.,6,0,0,2010-12-19 11:17:00,0
669,marc****,볼만한 영화다.,8,0,0,2010-12-12 20:28:00,0
670,road****,누구없어요!!!!!!!!!!!!!!!!,9,0,0,2010-12-12 19:23:00,0
671,ukom****,이 영화 무서웠어...,9,0,0,2010-12-06 06:52:00,0
672,panz****,"평점 퍼주는 네이버에서 7.66이라니,,,",10,0,0,2010-12-02 21:57:00,0
673,phjo****,진짜재밌음...,10,0,0,2010-11-24 22:29:00,0
674,mini****,처음 10분 너무좋음,8,0,0,2010-11-23 03:26:00,0
675,asrh****,좀비만을위한영화를보길원한다면비추천..좀비에대한공포감보다는인간에대한공포가더큼,8,0,0,2010-11-22 00:24:00,0
676,1004****,모그냥그럼;;,6,0,0,2010-11-11 03:43:00,0
677,love****,군바리들 못믿어 ㅎ,7,0,0,2010-11-10 14:38:00,0
678,me88****,요정도가 적당,8,0,0,2010-11-10 12:59:00,0
679,bjp8****,글쎄 좀 밋밋하달까,7,0,0,2010-11-05 08:54:00,0
680,406g****,좀비영화를 넘어선 메세지가 있는 수작,9,0,0,2010-11-03 04:28:00,0
681,meni****,좀비물 매니아는 꼭 봐야하는 명작..,9,0,0,2010-10-31 08:54:00,0
682,rkar****,난 조아써.,10,0,0,2010-10-22 11:31:00,0
683,pree****,아.. 좀비 영화 중 최고였다.,9,0,0,2010-10-08 03:24:00,0
684,cobo****,"새벽의저주와는또다른 재미, 디테일한 영화",9,0,0,2010-10-07 04:51:00,0
685,ak_d****,너무재미써 헠헠,10,0,0,2010-09-30 02:52:00,0
686,idss****,개인적으로 28주후가 더 좋았다. 잘만들어진 좀비영화,9,0,0,2010-09-30 00:10:00,0
687,cd01****,"새벽의저주, 28주후 보다는 별로 끝이 허무..",4,0,0,2010-09-25 14:39:00,0
688,qoek****,재밌다.,10,0,0,2010-09-23 10:04:00,0
689,beas****,재밌음 ㅎ,10,0,0,2010-09-18 23:52:00,0
690,rntm****,첨에 별 생각없이 보다가 완전 집중하면서 보게됨 재미씀,10,0,0,2010-09-17 06:45:00,0
691,jsi1****,심리적 압박의 최고봉,8,0,0,2010-09-16 18:42:00,0
692,comm****,29주후가 더재밌다.. 1점주는 애들은 뭐니. 평점을 낮추자고 그따위짓을^^,10,0,0,2010-09-12 16:47:00,0
693,jell****,Hello -> Hell,7,0,0,2010-09-12 04:07:00,0
694,gree****,좀비영화중 제일 좋았다,10,0,0,2010-09-01 03:48:00,0
695,yser****,인간의 살기 위한 처절한 몸부림,7,0,0,2010-08-30 21:03:00,0
696,foun****,저예산으로 촬영한 영화에서 이런 완성도는 대단한거다. 전혀 새로운 좀비의 탄생,8,0,0,2010-08-13 17:44:00,0
697,keen****,모든 것이 완벽하다,10,0,0,2010-08-12 02:16:00,0
698,emin****,"짱괜찮앗는데,솔직히",10,0,0,2010-08-09 14:13:00,0
699,2mhc****,킬링타임용으로 생각하고 가볍게 보려고 했는데..,10,0,0,2010-08-07 08:00:00,0
700,6mms****,이래저래 좋았지만 결국 무섭지는 않았다,5,0,0,2010-08-06 03:01:00,0
701,thea****,장르를 떠나 좋은 작품. 인트로 압권. 바이러스로 인한 좀비영화 아류를 만들게 한...,10,0,0,2010-07-30 03:22:00,0
702,bsb2****,영상+음악+킬리언머피는 최고!,10,0,0,2010-07-27 06:50:00,0
703,tomc****,얘들아 ^^ 이 영화는 좀비영화가 아니란다. 생각좀하렴 ^^,10,0,0,2010-07-22 14:03:00,0
704,lenc****,무난한 엔딩이 마음에 들어요. 재밌게 봤음 ㅋㅋ,9,0,0,2010-07-14 00:16:00,0
705,leec****,좀비 영화중 최고. 나름 메시지도 있다,10,0,0,2010-07-12 09:51:00,0
706,yeoj****,역시 대니 보일 . 다른 좀비 영화와는 궤를 달리 한다,7,0,0,2010-07-11 00:29:00,0
707,onni****,좀비소재로는 신선한영화 다른것보다 ost 가 좋았음,8,0,0,2010-07-09 21:27:00,0
708,inth****,엄밀하게 좀비 아닌 듯! 바이러스 감염자 소재 공포영화. 죽는 좀비는 좀비 아님!,8,0,0,2010-07-04 16:29:00,0
709,dpfl****,메세지가 정확한 영화,8,0,0,2010-06-27 18:37:00,0
710,csc2****,좀비라는 소재로 인간이란 영화를 만들었다,10,0,0,2010-06-19 04:05:00,0
